smiles,drug,uniport
CCN1C(=O)C(=CC2=C1C=C(NC)N=C2)C1=C(Br)C=C(F)C(NC(=O)NC2=CC=CC=C2)=C1,DB14840,P15056
CCN1C(=O)C(=CC2=C1C=C(NC)N=C2)C1=C(Br)C=C(F)C(NC(=O)NC2=CC=CC=C2)=C1,DB14840,P16234
CCN1C(=O)C(=CC2=C1C=C(NC)N=C2)C1=C(Br)C=C(F)C(NC(=O)NC2=CC=CC=C2)=C1,DB14840,Q02763
CCN1C(=O)N(CC2=CN=C3NC(CN4CCOCC4)=CC3=C12)C1=C(F)C(OC)=CC(OC)=C1F,DB15102,P21802
CCN1C(=O)N(CC2=CN=C3NC(CN4CCOCC4)=CC3=C12)C1=C(F)C(OC)=CC(OC)=C1F,DB15102,P11362
CCN1C(=O)N(CC2=CN=C3NC(CN4CCOCC4)=CC3=C12)C1=C(F)C(OC)=CC(OC)=C1F,DB15102,P22607
CCN1C(=O)NC(C1=O)C1=CC=CC=C1,DB00754,Q14524
CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC,DB00409,P14416
CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,DB00391,P14416
CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,DB06288,P28223
CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,DB06288,P35462
CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,DB06288,P34969
CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,DB06288,P14416
CCN1CCN(CC1)C1=CC=C(NC2=CC(=NC=N2)N(C)C(=O)NC2=C(Cl)C(OC)=CC(OC)=C2Cl)C=C1,DB11886,P21802
CCN1CCN(CC1)C1=CC=C(NC2=CC(=NC=N2)N(C)C(=O)NC2=C(Cl)C(OC)=CC(OC)=C2Cl)C=C1,DB11886,P22455
CCN1CCN(CC1)C1=CC=C(NC2=CC(=NC=N2)N(C)C(=O)NC2=C(Cl)C(OC)=CC(OC)=C2Cl)C=C1,DB11886,P11362
CCN1CCN(CC1)C1=CC=C(NC2=CC(=NC=N2)N(C)C(=O)NC2=C(Cl)C(OC)=CC(OC)=C2Cl)C=C1,DB11886,P22607
CCN1CCN(CC2=CC=C(NC3=NC=C(F)C(=N3)C3=CC(F)=C4N=C(C)N(C(C)C)C4=C3)N=C2)CC1,DB12001,Q00534
CCN1CCN(CC2=CC=C(NC3=NC=C(F)C(=N3)C3=CC(F)=C4N=C(C)N(C(C)C)C4=C3)N=C2)CC1,DB12001,P11802
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1,DB00007,P30968
CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1,DB00905,P34995
CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1,DB00905,P43088
CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1,DB00905,P43115
CCNC(NCC)=NCCCC[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN=C(NCC)NCC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,DB06785,P30968
CCO,DB00898,P23415
CCO,DB00898,Q8TCU5
CCO,DB00898,P23416
CCO,DB00898,P14867
CCOC(=O)[C@@H](N)CC1=CC=C(C=C1)C1=NC(N)=NC(O[C@H](C2=CC=C(Cl)C=C2N2C=CC(C)=N2)C(F)(F)F)=C1,DB12095,Q8IWU9
CCOC(=O)[C@@H](N)CC1=CC=C(C=C1)C1=NC(N)=NC(O[C@H](C2=CC=C(Cl)C=C2N2C=CC(C)=N2)C(F)(F)F)=C1,DB12095,P17752
CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C1=CC=CC=C1)NC(=O)CCC(O)=O,DB09292,P08473
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(O)=O)SCCS2,DB01348,P12821
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O,DB00691,P12821
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O,DB00881,P12821
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,DB00584,P12821
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O,DB01340,P12821
CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC,DB01023,Q13936
CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC,DB01023,P54289
CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC,DB01023,Q08289
CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC,DB01023,Q13698
CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC,DB01023,Q01668
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC,DB01054,Q13936
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC,DB01054,P54289
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC,DB01054,Q08289
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC,DB01054,Q13698
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC,DB01054,Q01668
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC,DB09236,Q13936
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC,DB09236,Q01668
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC,DB09236,O60840
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC,DB09236,Q13698
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC,DB09236,Q02641
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC,DB09236,Q08289
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC,DB09236,P54284
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC,DB09236,O00305
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC,DB09236,O00555
CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,DB00381,Q9P0X4
CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,DB00381,Q13936
CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,DB01545,P14867
CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,DB01545,P47869
CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,DB01545,P34903
CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,DB01545,P48169
CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,DB01545,P31644
CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,DB01545,Q16445
CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,DB01545,P18505
CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,DB01545,P47870
CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,DB01545,P28472
CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,DB01545,O14764
CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,DB01545,P78334
CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,DB01545,Q8N1C3
CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,DB01545,P18507
CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,DB01545,Q99928
CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,DB01545,O00591
CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,DB01545,Q9UN88
CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(\N)=N\O)C1CCCCC1,DB04898,P00734
CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1,DB00680,Q14524
CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O,DB00912,Q09428
CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O,DB00912,P35367
CCOC1=C(NC(=O)\C=C\CN(C)C)C=C2C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C(C=NC2=C1)C#N,DB11828,P00533
CCOC1=CC(=CC=C1NC1=NC=C2C=C(C)N=C(NCC(C)(C)C)C2=N1)C1=NN=CN1C,DB15498,P33981
CCOC1=CC(=CC=C1OC)[C@@H](CS(C)(=O)=O)N1C(=O)C2=CC=CC(NC(C)=O)=C2C1=O,DB05676,Q86V67
CCOC1=CC(N)=C(C=C1C(=O)NC1CCN(CC2CCC=CC2)CC1)[N+]([O-])=O,DB08810,P08908
CCOC1=CC(N)=C(C=C1C(=O)NC1CCN(CC2CCC=CC2)CC1)[N+]([O-])=O,DB08810,P28223
CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1,DB06292,P31639
CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)C=C1,DB11827,P31639
CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@@H]2O[C@H](SC)[C@@H](O)[C@H](O)[C@H]2O)C=C1,DB12713,P31639
CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@@H]2O[C@H](SC)[C@@H](O)[C@H](O)[C@H]2O)C=C1,DB12713,P13866
CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O,DB00706,P35348
CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O,DB00311,P00915
CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O,DB00311,P00918
CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O,DB00311,P22748
CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O,DB00311,P43166
CCOC1=NC=C(C)C2=C1[C@H](C1=CC=C(C=C1OC)C#N)C(C(N)=O)=C(C)N2,DB16165,P08235
CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1,DB00796,P30556
CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1,DB08822,P30556
CCOC1=NC2=CC=CC(C(O)=O)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1,DB13919,P30556
CCOCCN1C(=NC2=CC=CC=C12)C1CCN(CCC2=CC=C(C=C2)C(C)(C)C(O)=O)CC1,DB11591,P35367
CCS(=O)(=O)C1=CC=CC(=C1)C1=CC(C(=O)NC2CCN(C)CC2)=C(C)C2=C1C1=C(N2)N=CC(C)=C1,DB12756,Q96GD4
CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,DB11817,O60674
CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,DB11817,P52333
CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,DB11817,P23458
ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,DB00246,P08908
ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,DB00246,P28223
ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,DB00246,P28335
ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,DB00246,P28221
ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,DB00246,P14416
ClC1=C(CN2CCCC2=N)NC(=O)NC1=O,DB09343,P19971
ClC1=C2SC(=CC2=CC=C1)C(=O)N[C@H]1CN2CCC1CC2,DB11726,P36544
ClC1=CC=C(C(Cl)=C1)S(=O)(=O)NC1=CC(Cl)=C(OC2=CN=C3C=CC=CC3=C2)C(Cl)=C1,DB05490,P37231
ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1,DB01171,P21397
ClC1=CC=C(C=C1)C12CC3CC(CC(C3)(C1)C(=O)NCC1=CC=NC=C1)C2,DB12764,Q9NRA0
ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O,DB06228,P00742
ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl,DB00261,Q14432
ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,DB14028,P14867
ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,DB14028,P47869
ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,DB14028,P34903
ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,DB14028,P48169
ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,DB14028,P31644
ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,DB14028,Q16445
ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,DB14028,P18505
ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,DB14028,P47870
ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,DB14028,P28472
ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,DB14028,O14764
ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,DB14028,P78334
ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,DB14028,Q8N1C3
ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,DB14028,P18507
ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,DB14028,Q99928
ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,DB14028,O00591
ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,DB14028,Q9UN88
ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,DB01238,P28223
ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,DB01238,P14416
ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=CC=CC=C34)CC1)C(=O)N2,DB01184,P35462
ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=CC=CC=C34)CC1)C(=O)N2,DB01184,P14416
ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,DB01215,P14867
ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,DB01215,P47869
ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,DB01215,P34903
ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,DB01215,P48169
ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,DB01215,P31644
ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,DB01215,Q16445
ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,DB01215,P18505
ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,DB01215,P47870
ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,DB01215,P28472
ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,DB01215,O14764
ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,DB01215,P78334
ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,DB01215,Q8N1C3
ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,DB01215,P18507
ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,DB01215,Q99928
ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,DB01215,O00591
ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,DB01215,Q9UN88
ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,DB01511,P14867
ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,DB01511,P47869
ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,DB01511,P34903
ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,DB01511,P48169
ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,DB01511,P31644
ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,DB01511,Q16445
ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,DB01511,P18505
ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,DB01511,P47870
ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,DB01511,P28472
ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,DB01511,O14764
ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,DB01511,P78334
ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,DB01511,Q8N1C3
ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,DB01511,P18507
ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,DB01511,Q99928
ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,DB01511,O00591
ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,DB01511,Q9UN88
ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,DB01553,P14867
ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,DB01553,P47869
ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,DB01553,P34903
ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,DB01553,P48169
ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,DB01553,P31644
ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,DB01553,Q16445
ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,DB01553,P18505
ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,DB01553,P47870
ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,DB01553,P28472
ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,DB01553,O14764
ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,DB01553,P78334
ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,DB01553,Q8N1C3
ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,DB01553,P18507
ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,DB01553,Q99928
ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,DB01553,O00591
ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,DB01553,Q9UN88
ClC1=CC2=C(OC(=O)N2)C=C1,DB00356,Q12791
ClCCNC(=O)N(CCCl)N=O,DB00262,P00390
CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CN=C(C=C1C1=CC=CC=C1C)N1CC[N+](C)(COP(O)([O-])=O)CC1,DB14019,P25103
CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC1=CC=CC=C1,DB12532,P01350
CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)NC2=NC=C(Cl)C=C2)[C@@H](C1)NC(=O)C1=NC2=C(CN(C)CC2)S1,DB09075,P00742
CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,DB00836,P35372
CN(C)C(=O)C1=CC(O[C@H]2CCOC3=CC(F)=CC(F)=C23)=C2NC(C)=NC2=C1,DB16690,P05023
CN(C)C(=O)C1=CC(O[C@H]2CCOC3=CC(F)=CC(F)=C23)=C2NC(C)=NC2=C1,DB16690,P50993
CN(C)C(=O)C1=CC(O[C@H]2CCOC3=CC(F)=CC(F)=C23)=C2NC(C)=NC2=C1,DB16690,P13637
CN(C)C(=O)C1=CC(O[C@H]2CCOC3=CC(F)=CC(F)=C23)=C2NC(C)=NC2=C1,DB16690,Q13733
CN(C)C(=O)C1=CC(O[C@H]2CCOC3=CC(F)=CC(F)=C23)=C2NC(C)=NC2=C1,DB16690,P05026
CN(C)C(=O)C1=CC(O[C@H]2CCOC3=CC(F)=CC(F)=C23)=C2NC(C)=NC2=C1,DB16690,P14415
CN(C)C(=O)C1=CC(O[C@H]2CCOC3=CC(F)=CC(F)=C23)=C2NC(C)=NC2=C1,DB16690,P54709
CN(C)C(=O)C1=CC(O[C@H]2CCOC3=CC(F)=CC(F)=C23)=C2NC(C)=NC2=C1,DB16690,P54710
CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(C=N3)N3CCNCC3)N=C2N1C1CCCC1,DB11730,Q00534
CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(C=N3)N3CCNCC3)N=C2N1C1CCCC1,DB11730,P11802
CN(C)C(=O)COC1=CC=C2CC[C@@H](CC2=C1)NC[C@H](O)C1=CC=C(O)C(CCO)=C1,DB05590,P07550
CN(C)C(=O)OC1=CC(=CC(OC(=O)N(C)C)=C1)C(O)CNC(C)(C)C,DB01408,P07550
CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1,DB08916,P04626
CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1,DB08916,P00533
CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1,DB08916,Q15303
CN(C)C=NC1=C(I)C=C(I)C(CCC(O)=O)=C1I,DB09333,P55073
CN(C)C1=CC=C(C=C1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12,DB08867,P06401
CN(C)C1=CC=C(C=C1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12,DB08867,P04150
CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,DB06700,P23975
CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,DB06700,P31645
CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2,DB00768,P35367
CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,DB00546,P14867
CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,DB00546,P47869
CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,DB00546,P34903
CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,DB00546,P48169
CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,DB00546,P31644
CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,DB00546,Q16445
CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,DB00546,P18505
CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,DB00546,P47870
CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,DB00546,P28472
CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,DB00546,O14764
CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,DB00546,P78334
CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,DB00546,Q8N1C3
