drug 1,drug 2,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5,ECFP4
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CC(=O)OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O,0.661753353,0.732851281,0.580773668,0.652841263,0.922275069,0.847958731,0.42452134,0.648006271,0.838514138,0.504323887,0.376793611,0.649201381,0.459104163,0.119458586,0.486749809,0.403203347,0.802764969,0.433178376,0.460233238,0.812996278,0.75929758,0.465462524,0.690426502,0.510551178,0.574953917,0.25
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,0.057701562,0.044179993,0.078974268,0.426259011,0.320944739,-0.029561906,0.216941498,0.176915341,0.525185736,0.125404287,0.122298207,0.187963621,0.379885373,-0.104957842,0.126087855,0.24227992,0.221568208,0.490174984,0.483794984,-0.060247043,0.586700399,0.159741906,0.272584712,0.257604796,-0.018867926,0.089552239
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CC(C)C1=CC=CC(C(C)C)=C1O,0.281334731,0.174159993,-0.088423622,0.369666003,0.014103442,0.121820373,0.23905108,-0.170427418,0.395025445,0.41631507,-0.011983337,0.574144196,0.290158281,-0.003509147,0.056332939,0.72302859,0.409112443,0.200472668,0.425263151,0.600644445,0.463733888,0.012009722,0.358077128,0.143328926,0.796235367,0.075471698
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O,-0.123628527,-0.043342534,-0.096682272,-0.025704365,-0.101300938,0.433838094,0.345465671,0.127939238,-0.026166417,0.41235996,0.202864827,-0.158224114,0.311096971,0.438228239,0.358766682,0.655185605,0.216047171,-0.092603239,0.013584115,-0.033257289,0.708263772,0.129899299,-0.085608926,0.114303542,0.082234519,0.09375
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl,0.36387324,0.748541477,0.442644742,0.110502897,0.63310115,0.511106669,0.463775878,0.159518155,0.094423146,0.021873798,0.424775074,0.50985296,-0.147203166,0.124500157,-0.206902289,0.450132117,0.356378034,0.27824074,0.426305441,0.641603858,0.839625792,0.582337338,0.60142394,0.473075325,0.609648717,0.220588235
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,0.71895365,0.696048048,0.753217637,0.589681666,0.685852949,0.515670894,0.066541749,0.477153836,0.272295717,0.335020844,0.504111088,0.458420137,0.092024323,-0.004979034,0.574865339,0.436451458,0.340612843,-0.149447041,0.358704064,0.541080855,0.82404208,0.577558032,0.749608374,0.219646349,0.559810792,0.191176471
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12,0.670141755,0.664583156,0.73320198,0.572390704,0.688797609,0.587173626,0.138219604,0.633136923,0.389599461,0.155929293,0.471021526,0.443458797,0.071530196,0.149130644,-0.098188828,0.237802422,0.343269064,-0.127695316,0.275569407,0.690749265,0.821571502,0.545419115,0.66918659,0.244811782,0.558576659,0.188405797
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CC1COC2(N1CC(O)=NC1=C2C=C(Cl)C=C1)C1=CC=CC=C1Cl,0.200064959,0.304502062,0.125039486,0.460940828,0.643285569,0.481267521,0.340862797,0.51325655,0.154734397,0.409317597,0.386726479,0.292497918,0.205612055,0.313121737,0.193089031,0.663439167,0.350634913,-0.019038717,0.561134054,0.642764395,0.571335895,0.26978793,0.312718453,0.182330501,0.61595992,0.116883117
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CCC(O)(\C=C\Cl)C#C,0.105782315,0.14449149,-0.14910917,0.139640229,-0.036715442,0.377837538,0.156368311,0.058448801,0.363222723,0.482659874,0.491134683,0.37911049,0.354415682,0.280351552,0.2050581,0.572593792,-0.005126101,0.109178783,0.278599853,0.264047656,0.486562394,0.292005241,0.399313704,0.165714542,0.64674355,0.016393443
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1.COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,-0.12129726,-0.078837618,0.009608041,0.017891827,-0.118297022,-0.102351277,0.016853214,0.276871914,0.37912535,0.276506537,0.294972252,-0.002878662,0.106886344,-0.026619753,0.056027617,0.220900008,0.095646117,0.163259641,-0.160400844,0.280891042,0.00342338,-0.126918735,-0.265825538,-0.146681668,0.256645906,0.163265306
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1,0.252136577,0.42484738,-0.014491038,0.175796707,0.230815936,0.414927161,0.6726692,0.239154487,0.503740712,0.482415106,0.483378771,0.323740678,0.396048924,0.41573876,0.187702178,0.49971081,0.092906804,0.371319597,0.403883835,0.308211291,0.62219189,0.657554821,0.024846789,0.025518025,0.229646717,0.264150943
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CCC1(CC)C(=O)NCC(C)C1=O,0.24142705,0.332260046,-0.051074722,0.030717642,0.211182353,-0.075847913,0.373688779,0.030895152,0.319470958,0.369402009,0.111387893,0.602579394,0.454172155,0.322075315,0.622434547,0.770862129,0.112725059,0.642288987,0.417926411,0.646421314,0.282641161,0.339442264,-0.005850961,0.080203984,0.069518791,0.120689655
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CCC1(CCC(=O)NC1=O)C1=CC=CC=C1,0.244536518,0.217244961,0.077327936,0.160836547,0.341929681,0.258358019,0.165494075,0.08473109,0.642009325,0.723800695,0.122507924,0.363678491,0.305244317,0.314907732,0.348590894,0.533057549,0.149349545,0.122241973,0.338823235,0.853361199,0.586338301,0.75847012,0.214226038,0.105763923,0.055908777,0.186440678
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CCC1=CC2=C(S1)N1C(C)=NN=C1CN=C2C1=CC=CC=C1Cl,0.308244589,0.654091176,0.532682511,-0.007910914,0.636727691,0.424183841,0.044916378,0.561138856,0.454192952,0.029677966,0.392296341,0.525143352,-0.150499657,-0.022018508,0.137255419,0.529264373,0.300290389,-0.120039487,0.132846387,0.525908278,0.755163667,0.566574155,0.821583721,0.301387092,0.611875559,0.178082192
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,0.035315307,0.083199846,-0.089321067,-0.088023923,0.073000969,0.200884398,0.339682788,-0.129320585,0.363709758,0.736594335,0.104777171,0.075369847,0.206803973,0.309854299,0.195813702,0.691593707,0.552027492,0.342922177,0.242730659,0.529264913,0.669041606,0.181984708,-0.013179539,0.080922846,0.621180155,0.080645161
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,0.041602863,-0.047698388,-0.09939078,-0.068106969,0.017008367,-0.136854328,0.151472111,0.133647836,0.296867668,0.32956354,0.144832027,0.021146754,0.329602268,0.113915116,0.230375025,0.382891008,0.273449209,0.157746944,0.238548867,0.245106006,0.475391086,0.092924054,0.282657679,0.01628326,0.511835554,0.075757576
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CCCNC(=O)C1=C(N)C2=CC=CC(=C2N=N1)C1=C(F)C=CC=C1OC,0.034575102,-0.030716462,0.191333106,-0.06111578,-0.161625468,0.204080696,0.41522727,0.426911694,0.66754171,0.634807637,0.246413123,0.170695915,0.256126486,0.402669771,0.635233311,0.41804342,0.008369075,0.131004999,0.158538234,0.306289103,0.36740771,0.095383035,0.445254457,0.245969918,0.625608392,0.097560976
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CCO,0.283857437,0.237108607,-0.108230643,0.282899359,-0.015870813,0.013322202,0.446536164,-0.080563343,0.287064894,0.459165558,-0.039380755,0.008782042,0.231523717,0.180525389,0.134996341,0.451632441,0.02216092,0.304634661,0.405115571,0.60753423,0.45328098,-0.110031831,0.261051743,-0.174050077,0.24889417,0.000000001
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,0.509348371,0.043708985,0.410176858,0.545907781,0.63806719,0.919116306,0.016479295,0.573969144,0.419432453,-0.064202588,0.815529218,0.641866047,0.583753031,0.003191213,0.61707967,0.458668699,0.377776605,-0.11927868,0.443033802,0.411500357,0.896843913,0.576983674,0.692926033,0.305415432,0.813922186,0.232876712
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,0.433349549,0.378755919,0.656012483,0.525280763,0.563214133,0.589404317,0.005227781,0.694094407,0.343621143,0.350165237,0.553744883,0.618858619,0.361337764,0.045552942,0.524512146,0.149282679,0.323047993,-0.028574254,0.273255624,0.509019833,0.743801726,0.596726324,0.84939781,0.172597527,0.559026237,0.178082192
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1,0.638691617,0.811570339,0.569791797,0.830677885,0.840984411,0.76108602,0.165460212,0.54753441,0.491744128,0.209810942,0.401271948,0.760598672,0.196955467,0.001059564,0.262805127,0.715421846,0.473350264,-0.086256064,0.302930846,0.823117489,0.821331123,0.567190332,0.735064985,0.144614064,0.413185102,0.15942029
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1Cl,0.587634239,0.653303911,0.46074551,0.795922948,0.902030091,0.81333736,0.16594135,0.324780726,0.463828574,0.36346751,0.382433358,0.672043551,0.230790633,0.037413883,0.338464739,0.77991592,0.499047563,-0.11172995,0.381468268,0.834039279,0.864858876,0.578504189,0.746443731,0.234319154,0.368051627,0.157142857
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CN1C2=C(C=C(Cl)C=C2)C2(OC(C)=CC(=O)N2CC1=O)C1=CC=CC=C1,0.23788948,0.157348615,0.139417071,0.441619283,0.354212801,0.290254461,0.432668648,0.231365392,0.449920953,0.179482351,0.483730091,0.388665433,0.377758114,0.4328401,0.308230217,0.451360395,0.041309469,0.092283069,0.462542677,0.246364212,0.827549352,0.473809891,0.345296749,0.263042828,0.732377565,0.128205128
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O,0.479095701,0.317643868,0.166429571,0.814705479,0.635564175,0.570673881,0.173268439,0.568100594,0.471723518,0.484147051,0.535458575,0.463291033,0.542700005,0.140390954,0.259667367,0.420250642,0.212482916,-0.290238393,0.361174193,0.322705004,0.606369435,0.461633804,0.637977903,0.174324253,0.717183311,0.136363636
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CN1CCN(CC1)C(=O)OC1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,-0.076347807,-0.046679651,-0.115463361,0.441664138,0.126816592,0.779503838,0.225393252,0.43499684,0.428215316,0.097417492,0.295626561,0.173513867,0.274301862,0.134729694,0.261453803,0.258883297,0.043139567,-0.272790016,0.475112307,0.256863875,0.472218508,0.450603061,0.253239532,0.265191488,0.599918496,0.12345679
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,-0.076347807,-0.046679651,-0.115463361,0.441664138,0.126816592,0.779503838,0.225393252,0.43499684,0.428215316,0.097417492,0.295626561,0.173513867,0.274301862,0.134729694,0.261453803,0.258883297,0.043139567,-0.272790016,0.475112307,0.256863875,0.472218508,0.450603061,0.253239532,0.265191488,0.599918496,0.12345679
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1,0.787988053,0.682481429,0.769817424,0.459024523,0.570351991,0.915177125,0.441116111,0.41223788,0.741250703,0.187995372,0.603524158,0.548833541,0.121250246,0.191867913,0.23666422,0.287329013,0.473002388,0.057011527,0.48244734,-0.026689743,0.902062359,0.550468927,0.642139499,0.549241803,0.639227402,0.126760563
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,COC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C2CC[C@H](NC(C)=O)C3=CC(=O)C(SC)=CC=C3C2=C1OC,-0.112748854,-0.168736791,0.156101686,0.101978077,-0.082412428,0.053954997,0.263899602,0.336632075,0.197914571,0.059494591,0.201366658,0.461990402,0.124963674,0.48872301,0.396204956,0.218638112,-0.175664527,-0.201549828,0.091730589,0.246703484,0.15240274,0.135412127,-0.134594109,0.030423997,0.221921935,0.079207921
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,0.638071024,0.635709711,0.675949295,0.546772959,0.635693096,0.744175773,0.123496843,0.586901058,0.262851609,0.290527415,0.471861865,0.699416413,0.31168812,0.019477421,0.515180027,0.351822235,0.417525892,-0.155860262,0.483024023,0.043942465,0.907524412,0.500651806,0.824538894,0.166339887,0.518955077,0.212121212
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,0.403734442,0.226769309,0.111940062,0.573786784,0.609878185,-0.010067869,0.503751537,0.39300836,0.625070627,0.094324506,0.43977754,0.642378819,0.353194176,0.198823229,0.342552145,0.591102746,0.406756159,-0.069198461,0.422848138,0.15050247,0.794065794,0.463612878,0.350102026,0.63496964,0.514251417,0.223880597
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,0.813154926,0.879728107,0.699062981,0.922748235,0.94245702,0.853782734,0.442194019,0.740251742,0.78579745,0.358611412,0.626581636,0.785854085,0.652001976,0.528269822,0.456461207,0.696051057,0.58828545,0.176803569,0.702725927,0.913781384,0.829805215,0.414452964,0.875371856,0.435342208,0.838697565,0.480769231
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,0.788390886,0.894262299,0.786187637,0.891240094,0.887658879,0.949627883,0.526205477,0.703623515,0.877244346,0.297062001,0.66518677,0.721525265,0.615278279,0.267485013,0.443264441,0.792761903,0.54820071,0.10642111,0.806219961,0.807452097,0.790440099,0.552295844,0.817280822,0.298898644,0.847048283,0.490196078
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,FC(F)(F)C1=CC=CC=C1C1=CC=C(CC2C(=O)NC(=S)NC2=O)O1,0.617309847,0.381902154,0.041811499,0.461652455,0.48840796,0.197480604,0.350761354,0.229402616,0.770382203,-0.046211745,0.522549505,0.431557044,0.481397297,-0.018643401,0.415652233,0.681392057,0.266652406,0.394338734,0.449722896,0.377825542,0.539940837,0.121374825,-0.302453704,0.026079931,0.129673413,0.154929577
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,0.700228767,0.385955588,0.568977471,0.596050225,0.716437207,0.791522054,0.390042636,0.671662274,0.57031036,0.353906312,0.449070665,0.751566979,0.312925134,0.033541984,0.380621514,0.595177732,0.544287264,-0.234414648,0.33601567,0.608258842,0.801413027,0.57936376,0.789192581,0.094692374,0.128443294,0.235294118
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,FC(F)OC(F)C(F)(F)F,0.359787318,0.37613851,-0.118889956,0.466043173,0.063810228,0.478229834,0.076134344,-0.02192686,0.287754965,0.584120454,-0.068705951,0.597621447,0.423977302,0.009234724,0.261570723,0.667558687,-0.005379982,0.132924159,0.425974823,0.17087479,0.691863045,0.000789481,-0.153109757,0.073164156,0.577147846,0.018867925
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,0.65951365,0.378889673,0.472670744,0.595660471,0.640556075,0.77133829,0.203989295,0.467522108,0.603864928,0.189845266,0.445082906,0.766342698,0.432957655,0.043474631,0.512722143,0.488116664,0.62699413,-0.07641446,0.495372566,0.578803901,0.812073137,0.499967209,0.121804097,0.198505653,0.69204081,0.197183099
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,FCOC(C(F)(F)F)C(F)(F)F,0.200903998,0.311169136,-0.115117405,0.775402599,0.084572249,0.673513858,0.325897493,-0.093118277,0.113143407,0.399406852,-0.04310446,0.52612566,0.289099456,0.242721549,0.307667825,0.718373117,0.154467601,0.248014519,0.44801112,0.091224992,0.823884197,-0.231268785,0.159215224,-0.059154032,0.337651516,0.018518519
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,NCCS(O)(=O)=O,0.080535659,0.184305611,-0.102200157,0.00617564,-0.025662693,-0.06744015,0.182459525,-0.074494014,0.119854704,0.184732202,-0.008716382,-0.041530934,0.124279402,0.239043569,0.030225883,0.33346838,0.109225533,-0.199907777,0.227466469,0.267524607,0.178501,0.101263384,0.16704129,0.076206931,0.209269887,0.018867925
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,O=C1CN=C(C2=C(N1)SC1=C2CCCC1)C1=CC=CC=C1,0.5190612,0.657343473,0.383215159,0.30007863,0.661484607,0.162563405,0.000879569,0.639933834,0.753562616,0.33272568,0.630255705,0.743424805,0.637416936,-0.124864441,0.525247232,0.425994414,0.291502352,0.145372109,0.800390882,0.133855772,0.675083664,0.102253367,0.580708414,0.489101586,0.671890527,0.290322581
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,0.625739474,0.826435922,0.613652315,0.356226918,0.444658065,0.901612228,0.20832381,0.467119056,0.684742184,0.461324114,0.648111142,0.667667194,0.173732389,0.024348449,0.505632906,0.494278221,0.477265845,-0.029880305,0.595514689,0.453240062,0.920880397,0.519879701,0.7159084,0.325597885,0.811399584,0.26984127
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,OC(=O)CCC(=O)OC1N=C(C2=CC=CC=C2Cl)C2=CC(Br)=CC=C2NC1=O,0.390001908,0.232108722,0.454099178,0.565589466,0.225915464,0.791006962,0.535895901,0.379517957,0.769850337,0.255488775,0.627303339,0.468680968,0.424034258,0.272638618,0.662076985,0.217307066,0.736808741,-0.140710015,0.798225379,0.68048067,0.813690055,0.148417775,0.868185126,0.691295156,0.313460727,0.328571429
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,0.586711254,0.861694839,0.594548975,0.276425538,0.380672317,0.817465431,0.237990965,0.668073027,0.628439309,0.337319702,0.549239747,0.745394819,0.414690186,0.152697898,0.302799415,0.505145467,0.672984912,0.130092082,0.417180678,0.637112782,0.660854257,0.53067232,0.760542676,0.241623374,0.722738062,0.278688525
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2,0.528455555,0.801817839,0.421073485,0.277363763,0.464276796,0.766940203,0.177333109,0.479463992,0.693065382,0.440078599,0.759378196,0.661322079,0.332092641,0.278701655,0.375381078,0.538878328,0.666615565,0.108427955,0.520131765,0.768657646,0.782222404,0.66894207,0.777077675,0.413616723,0.783339482,0.274193548
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,OC1N=C(C2=CC=CC=C2F)C2=C(C=CC(Cl)=C2)N(CCC#N)C1=O,0.331786108,0.245365482,0.36174214,0.125669191,0.680395597,0.69237248,0.05861161,0.241618708,0.621125012,0.462762345,0.416601855,0.70444871,0.211028357,-0.030825424,0.384120775,0.713576114,0.273787176,-0.037007393,0.3566384,0.392640658,0.832004154,0.54445931,0.82201356,0.16931617,0.104723691,0.153846154
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,OCCCC(O)=O,-0.046430504,-0.042890723,-0.10302177,0.202056315,-0.07215938,-0.067808857,0.456823594,-0.121284264,0.176231487,0.488066878,0.152501625,-0.143366677,0.180661167,0.395313647,0.276732842,0.501223871,0.205758511,0.111284471,0.518187614,0.612050565,0.5236078,0.170305168,0.521800756,-0.219293838,0.612919735,0.018867925
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,OCCN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1F,0.502233977,0.325386087,0.399968129,0.386881457,0.723363273,0.798731979,0.108395599,0.088438028,0.560249206,0.440342338,0.473362585,0.663137859,0.201321533,-0.037038611,0.554367286,0.745292311,0.358456058,-0.148932458,0.39509496,0.462786085,0.854620959,0.47994142,0.683556573,0.173673541,0.73499129,0.146666667
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O,-0.090959183,0.112022151,-0.131214282,0.197961528,0.009908958,0.524375441,0.129518744,-0.138312125,0.388816368,0.176770133,0.009446935,0.261408958,0.335302726,0.193516695,0.156166546,0.545857407,0.034065091,-0.086265304,0.200459564,-0.068374371,0.408567093,0.142389966,0.167603952,-0.026551662,0.566422456,0.055555556
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@](C)(O)CC[C@]12C,-0.077725735,0.088587597,-0.120955584,0.205898135,-0.003469967,0.480607677,0.163154778,-0.11604098,0.488719946,0.108702734,-0.018862208,0.329161664,0.318931356,0.250324311,0.142438611,0.524799251,0.080702367,-0.083859478,0.160644519,-0.100175905,0.568193039,-0.037137286,0.208311216,0.095649198,0.580302306,0.054794521
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2,0.137217691,0.237631752,0.169643034,0.002135491,-0.083739031,0.069102633,0.245898236,-0.182291524,-0.08602684,0.114388195,0.000282793,0.345180776,0.010532329,-0.160201628,-0.104299643,0.324356646,0.24898428,-0.315883345,0.242771125,0.087675828,0.483485967,0.461182947,0.150910167,0.10457308,-0.18519296,0.038961039
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,[H][C@@]12OC(=O)[C@@]34OC3C[C@@](O)(C3[C@@H](C1OC3=O)C(C)=C)[C@@]24C.[H][C@@]12C[C@@]3(O)C4[C@@H](C(OC4=O)[C@@]4([H])OC(=O)[C@]1(O2)[C@@]34C)C(C)(C)O,-0.095818634,-0.055319957,-0.096248809,-0.112889944,-0.055705274,-0.015991013,-0.001538189,0.324247032,0.577268384,0.275460058,0.254780627,0.258251527,0.175144327,0.340691178,0.576579481,0.049446672,-0.109888052,0.019393435,0.005040417,0.063306259,-0.050179497,0.115358803,-0.243708239,-0.065176039,0.129531219,0.058823529
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,[H]\C(N1CCN(C)CC1)=C1\N=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(=C3)N(=O)=O)N2C1=O,0.051739627,-0.123481934,0.314099663,0.122507055,-0.007307711,0.682084039,0.434937724,0.194373952,0.608840986,0.062294699,0.631171383,0.446832396,0.515795859,0.344640509,0.461211666,0.266932512,0.436233277,0.171284627,0.14578263,0.04066373,0.773249404,0.563752707,0.391120438,0.361301111,0.652087214,0.176470588
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1,0.038327209,0.320974585,0.780525136,0.260121925,0.343630382,0.82182425,0.401386565,0.702890495,0.70901862,0.211861024,0.508025414,0.840925873,0.480181001,-0.091786021,0.678626288,0.792955725,0.450277236,0.21966556,0.737255504,0.263659095,0.767412056,0.450143012,0.617778084,0.321314212,0.743253899,0.454545455
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,0.034414491,0.322173664,0.747697342,0.29463432,0.181043481,0.799347447,0.46383522,0.548449119,0.803930838,0.337716495,0.466393945,0.85117403,0.626607677,0.106605645,0.68649482,0.761274545,0.595561259,0.306450004,0.583312447,0.649389425,0.756996033,0.31320684,0.603218212,0.37689323,0.828907327,0.431034483
C(CN1CCCC1)OC1=CC=C2NC3=NC=CC(=N3)C3=CC(COC\C=C\COCC1=C2)=CC=C3,CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC=CC(=C1)S(=O)(=O)NC(C)(C)C,0.402317835,0.563452788,0.266478085,0.318169153,0.010563612,0.887041666,0.540906555,0.830885609,0.589606453,0.318724521,0.937833671,0.511007711,0.786874675,0.652090231,0.917374556,0.910853465,0.742592467,0.302075552,0.7593231,0.565473522,0.74581263,0.611353974,0.740921575,0.717910037,0.632968764,0.255102041
C(CN1CCCC1)OC1=CC=C2NC3=NC=CC(=N3)C3=CC(COC\C=C\COCC1=C2)=CC=C3,CCC1=C(NC2CCOCC2)N=C(NC2=CC=C(N3CCC(CC3)N3CCN(C)CC3)C(OC)=C2)C(=N1)C(N)=O,0.468404446,0.401123696,0.34730539,-0.000597363,0.149757599,0.169575859,0.548251899,0.907865221,0.587047626,0.179692307,0.927387577,0.476037064,0.387734926,0.374031665,0.467226816,0.951532638,0.662391234,0.620492158,0.56669791,0.642136879,0.691483998,0.490731195,0.742009868,0.772565906,0.823149869,0.150442478
C(CN1CCCC1)OC1=CC=C2NC3=NC=CC(=N3)C3=CC(COC\C=C\COCC1=C2)=CC=C3,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,0.401048981,0.237200776,0.054734095,0.120822692,-0.132629192,-0.110193794,0.583616782,0.264929571,0.056144308,0.184884336,0.137984831,0.574535386,0.078879812,-0.064193244,0.305531211,0.520758117,0.416560511,0.112126176,0.762616871,0.645995268,0.658063672,0.627122388,0.555271398,0.049505729,0.296411132,0.074074074
